Zn %,Fe%,Cu %,Mn %,B %,S %,N,P,K,temperature,humidity,ph,rainfall,label
61.23,78.35,98.44,99.11,0,89.49,33,61,24,20.04611791,48.93905624,4.567446499,122.4564203,pigeonpeas
31.51,98.99,73.09,98.87,29.21,99.19,3,72,24,36.51268371,57.92887167,6.03160778,122.6539694,pigeonpeas
54.41,3.49,96.17,7.01,26.96,0.17,40,59,23,36.89163721,62.73178224,5.269084669,163.7266551,pigeonpeas
73.02,22.22,99.21,3.97,6.35,1.59,33,73,23,29.23540524,59.38967583,5.985792703,103.3301803,pigeonpeas
81.58,98.3,92.9,99.43,62.87,98.02,27,57,24,27.33534897,43.35795962,6.09186275,142.3303677,pigeonpeas
95.15,75.73,99.55,88.3,86.15,55.34,10,79,18,21.0643684,55.46985938,5.624731338,184.6226709,pigeonpeas
72.71,56.06,98.09,68.17,46.6,50.96,30,75,25,30.33276599,42.35249879,6.446091759,149.299952,pigeonpeas
96.69,99.36,99.87,97.82,12.74,20.96,40,70,20,31.80130272,45.03186173,5.623490043,147.0361442,pigeonpeas
88.13,13.49,94.89,90.48,45.38,50.26,38,55,19,33.18184225,38.23184742,5.864623352,198.8298806,pigeonpeas
79.92,49.69,95.2,65.22,19,54.36,35,58,20,29.38538562,63.47742011,5.761702519,90.05422663,pigeonpeas
74.77,45.71,97.72,55.37,18.08,17.35,38,61,21,30.27374995,67.38680755,4.696518678,127.7767134,pigeonpeas
70.66,67.52,99.52,94.93,11.26,98.96,33,58,24,35.45790488,68.75810535,5.269504214,108.6333046,pigeonpeas
80.52,92.82,97.01,87.85,27.63,77.25,16,56,17,33.80020039,40.03262418,7.445444883,176.6165894,pigeonpeas
87.22,22.25,99.88,81.82,87.28,31.53,31,72,17,28.69180475,49.47225353,5.833031708,96.36222901,pigeonpeas
98.43,98.24,99.72,98.89,87.35,96.14,16,80,20,31.24021696,56.67369054,7.339320929,122.0146733,pigeonpeas
68.45,70.98,97.89,81.01,19.57,79.74,27,72,17,28.98039357,57.23265151,6.347929353,120.7435664,pigeonpeas
70.48,95.76,89.95,62.3,48.31,89.76,40,62,19,27.32198928,34.13737127,4.697750704,96.51524028,pigeonpeas
46.2,49.77,92.6,67.69,5.7,55.22,18,58,16,21.47607807,38.80023714,4.962661422,180.382234,pigeonpeas
42,2.51,99.1,69.55,6.54,13.99,3,68,16,18.31910448,34.69776639,4.964887857,107.4721605,pigeonpeas
58.83,59.57,95.71,96.52,65.88,60.43,26,67,24,36.97794384,37.73992903,5.642813116,161.4812963,pigeonpeas
28.48,76.54,94.35,90.41,14.38,89.09,16,70,20,24.80467592,40.1242747,5.6093956,121.5639121,pigeonpeas
81.74,97.86,99.69,94.17,65.56,58.75,24,63,19,19.3479443,55.96805489,4.681576043,194.5921148,pigeonpeas
32.34,72.55,68.22,91.59,33.65,56.24,9,76,25,28.88302142,50.12323801,5.70951224,179.2155874,pigeonpeas
98.9,93,99.9,86.9,99.74,38.51,16,55,19,19.54314136,47.19188279,6.413543781,192.4372194,pigeonpeas
62.4,67.38,90.73,65.23,34.91,44.96,28,75,21,24.7741949,50.54621094,6.007508163,114.2821387,pigeonpeas
33.96,28.28,97.02,49.28,78.35,63.16,16,71,24,18.33124824,38.40975482,4.946369874,139.6483317,pigeonpeas
62.94,59.6,90.96,10.85,48.4,65.17,24,70,21,19.14729038,45.3733757,5.517208078,132.7748215,pigeonpeas
57.87,99.09,99.83,89.15,80.76,96.11,38,72,21,28.23416057,49.4421345,5.902103172,186.5008581,pigeonpeas
94.56,72.01,99.8,93.39,0.46,99.99,9,66,21,30.11812084,34.13307843,5.719889876,157.0858232,pigeonpeas
61.16,86.4,98.38,98.45,58.43,89.4,34,56,17,33.4126864,35.42910045,4.548202098,139.6702541,pigeonpeas
89.43,74.75,99.51,65.3,80.83,87.95,1,76,19,24.18553163,46.68746847,6.669529416,177.3377996,pigeonpeas
45.72,80.39,96.2,8.97,41.24,68.87,6,69,19,26.88630675,41.69617915,4.750929218,94.46748008,pigeonpeas
47.33,30.78,93.44,87.7,59.3,78.83,26,73,21,31.33170829,57.97429171,4.946263888,161.7820226,pigeonpeas
68.68,20.77,96.72,38.38,39.62,68.44,27,61,18,33.30711818,67.07780816,5.266227032,108.5090168,pigeonpeas
71.24,38.26,99.32,92.89,14.43,43.35,27,71,23,23.45379018,46.48714759,7.10959773,150.8712202,pigeonpeas
23.35,32.7,83.04,85.94,56.03,75.5,36,61,21,34.53823889,39.04468913,5.617008201,168.5948318,pigeonpeas
73.33,74.63,82.7,77.48,79,80.41,17,73,18,19.50112224,34.51086611,5.632353113,197.3752649,pigeonpeas
37.05,24.54,85.53,50.05,74.51,69.24,26,72,22,28.76794904,37.57792132,4.674941549,91.72084869,pigeonpeas
33.18,57.13,92.47,83.62,71.28,91.46,17,64,16,30.97758716,32.24914235,7.161797643,180.716828,pigeonpeas
0,0,0,0,0,0,14,74,19,18.39759147,36.82639309,6.624966131,93.12330644,pigeonpeas
57.04,59.09,89.39,79.27,59.3,64.26,39,60,15,35.09357419,30.98685456,5.004074624,116.9106908,pigeonpeas
31.36,41.6,60.85,57.39,43.01,69.07,6,66,15,34.93174223,30.40046769,6.345806011,159.2649827,pigeonpeas
21.51,41.63,93.11,89.05,77.77,92.75,8,59,18,29.50523036,35.72032498,6.216814453,187.8961851,pigeonpeas
56.89,40.57,74.89,45.42,74.5,57.41,2,67,18,34.51934775,47.52980027,5.921666758,129.0064612,pigeonpeas
58.81,48.48,87.65,63.11,82.58,71.75,1,76,17,28.43430726,52.10010827,6.012719118,147.0414824,pigeonpeas
72.96,53,96.75,79.88,70.97,69.32,16,73,19,18.41645629,34.80541039,4.684079249,163.2747473,pigeonpeas
37.79,24.67,82.2,57.16,72.34,83.16,23,75,25,31.07508973,47.19847683,7.077170002,91.31256412,pigeonpeas
73.21,79.11,97.03,91.66,85.19,93.95,32,70,20,20.89342749,46.24856523,6.208843215,195.5697875,pigeonpeas
44.39,51.95,89.63,85.13,81.47,89.07,28,59,22,30.90607799,52.79913039,7.05181629,170.9919828,pigeonpeas
73.95,63.37,94.86,83.08,82.65,85.89,5,62,23,27.9348279,66.45457122,4.722222454,145.3728801,pigeonpeas
56,76.72,92.31,94.19,79.92,86.97,36,67,25,35.95176642,36.52780776,6.418062652,136.0456753,pigeonpeas
45,71.49,93.72,97.56,97.6,98.65,1,66,23,19.54317155,56.92831399,4.803564468,173.1686574,pigeonpeas
63.64,26.75,91.6,52,96.87,74.36,24,73,20,19.63736208,32.31528909,4.608695247,176.4134092,pigeonpeas
27.53,49.94,92.8,88.76,74.1,96.45,17,67,18,31.2192752,56.46868874,5.611510977,129.2028653,pigeonpeas
70.66,59.57,81.64,69.89,72.84,83.13,5,55,18,33.50876355,45.70976142,7.322097972,126.6738117,pigeonpeas
70.91,60.17,97.09,81.04,67.61,84.4,5,56,24,24.80710166,45.01110015,5.023115055,188.4928637,pigeonpeas
76.15,68.56,92.91,82.95,82.77,88.94,37,77,17,36.20970524,31.94550613,5.617122801,191.0658531,pigeonpeas
78.46,73.8,94.22,84.26,86.39,87.6,13,73,20,30.50420876,35.48885969,5.391560418,162.5927723,pigeonpeas
64.49,52.31,95.62,65.61,89.71,75.14,6,63,23,26.01630259,49.94704718,5.906596905,160.3337447,pigeonpeas
70.6,57.93,97.36,81.41,77.74,70.69,16,77,22,31.48469278,35.6395615,6.574209678,100.546816,pigeonpeas
74.41,66.91,94.52,89.92,74.89,83.66,25,64,20,33.15122581,32.45974539,4.807776749,105.0380275,pigeonpeas
77.02,49.29,88.12,73.72,76.72,57.05,34,75,24,23.50222822,51.29019509,4.760038039,192.3023991,pigeonpeas
81.6,75.51,99.11,91.85,95.92,95.7,20,77,23,34.87248659,38.83786012,5.180271502,148.2502786,pigeonpeas
43.12,57.85,95.88,88.17,85.84,89.99,35,80,25,28.09269012,44.93322042,4.895927306,197.1144011,pigeonpeas
75.69,55.17,97.6,80.97,75.88,88.43,14,75,24,24.54757829,57.3414485,6.436160044,118.3606557,pigeonpeas
53.83,54.61,84.07,77.06,80.46,78.02,36,80,21,33.64769646,48.41490082,7.066087261,100.4673278,pigeonpeas
49.11,52.91,86.53,91.13,63.46,64.37,7,77,18,20.5591255,60.54880693,6.655918078,191.0895109,pigeonpeas
58.49,64.64,96.1,91.59,73.12,94.98,29,78,25,19.95991719,59.33157782,5.982854523,195.787103,pigeonpeas
58.18,49.33,94.98,69.95,69.37,76.22,30,60,21,28.87667593,62.4901206,5.457871273,182.2688175,pigeonpeas
93.4,98.88,99.95,100,100,100,20,74,16,36.04353699,43.61444121,4.759490199,159.8938645,pigeonpeas
97.24,97.7,100,99.54,0,99.54,19,57,23,23.6734328,47.2879691,7.342409555,141.1250722,pigeonpeas
46.67,10.67,67.57,56.34,37.33,82.67,3,60,19,25.74679443,40.7192594,4.820788186,100.7791633,pigeonpeas
78.27,97.53,99.08,97.46,78.85,93.7,5,77,19,31.08564994,66.68832981,6.242052013,175.9303271,pigeonpeas
72.99,99.68,98.66,99.74,79.82,92.54,5,68,20,18.72987676,61.33186249,5.001038726,139.8710041,pigeonpeas
78.06,99.22,99.64,97.95,85.18,98.87,37,73,21,29.50304807,63.46513414,5.560224583,189.5208915,pigeonpeas
72.95,99.46,98.63,98.53,70.43,92.71,9,59,24,20.43517772,39.37252634,4.747352458,137.2279662,pigeonpeas
85.28,98.71,99.7,98.47,88.18,96.29,20,72,15,36.00415838,56.01334416,7.313517308,134.8596466,pigeonpeas
82.56,99.07,96.8,96.72,80.82,97.48,31,56,23,31.46846241,35.39454002,5.661826398,174.5723999,pigeonpeas
78.7,99.64,95.73,99.41,84.11,99.37,0,70,21,36.30049702,56.03021253,4.672437054,101.6073988,pigeonpeas
84.03,97.09,98.7,97.45,81.97,90.97,21,74,15,29.49096726,67.10604388,6.471862118,153.2504506,pigeonpeas
69.19,51.98,91.49,80.82,80.27,83.88,13,67,18,30.5753044,34.75591197,5.384762927,177.5764304,pigeonpeas
66.72,70.57,98.22,89.27,57.9,78.7,27,74,20,24.69487673,59.96669215,5.859813416,91.95792434,pigeonpeas
96.7,96.49,99.52,96.81,97.16,77.8,29,72,24,23.17409556,36.67847052,6.962386495,162.5931264,pigeonpeas
76.45,49.66,92.94,59.99,55.89,59.19,5,68,20,19.04380471,33.10695144,6.12166671,155.3705624,pigeonpeas
51.3,22.33,97.56,31.09,70.08,36.35,39,57,19,29.32379604,45.93248374,6.421748487,165.4113371,pigeonpeas
72.01,73.7,90.06,82.13,59.69,57.33,22,62,16,34.6455408,54.32342534,4.828936119,180.9009998,pigeonpeas
90.01,64.8,93.49,95.55,61.48,48.99,18,55,23,21.9989826,56.31006755,6.98571967,136.8274312,pigeonpeas
57.91,4.17,70.56,35.32,56.78,75.64,39,77,21,22.99774444,60.24218572,4.603563116,159.689339,pigeonpeas
36,56.23,99.26,96.99,37.29,5.6,13,75,20,30.55992394,35.29006485,6.979540061,178.8998611,pigeonpeas
67.76,57.52,94.73,73.72,88.09,76.97,27,71,24,31.46417866,48.17631461,7.064973419,165.405354,pigeonpeas
70.67,77.48,96.98,80.08,65.34,46.17,26,64,22,25.95058595,40.58227261,5.16516459,109.1821183,pigeonpeas
86.73,85.14,99.78,95.95,95.7,27.05,23,55,16,21.01142393,69.69141302,5.111488821,185.2039114,pigeonpeas
97.02,94,98.63,97.76,54.41,84.91,4,69,19,19.25100056,47.70351758,5.374358869,149.063196,pigeonpeas
64.24,27.19,88.12,44.08,45.89,71.36,20,67,19,19.24462755,50.54495302,5.671419084,180.6465282,pigeonpeas
55.48,54.13,85.11,79.67,29.38,45.94,7,74,17,22.47253208,62.56532471,5.667419697,96.74706956,pigeonpeas
49.02,57.65,93.77,53.71,46,60.33,17,64,18,36.75087487,58.25799145,6.07938452,124.6028153,pigeonpeas
5.01,94.13,99.88,87.94,38.03,26.44,35,71,17,29.89286629,66.35375127,6.931924963,198.1403003,pigeonpeas
65.4,76.12,94.5,96.62,95.35,59.57,11,72,22,29.37735586,44.82294584,6.842744374,172.40168,pigeonpeas
79.96,64.97,93.86,86.79,64.43,65.72,20,60,22,29.65052947,42.89833235,6.876572503,186.9226052,pigeonpeas
51.64,57.93,88.56,56.93,49.34,47.34,10,71,18,19.54284889,66.34777265,6.151029296,173.1106982,pigeonpeas
59.41,54.6,95.86,65.01,89.74,82.46,33,61,24,20.04611791,48.93905624,4.567446499,122.4564203,pigeonpeas
21.67,64.7,93.3,89.52,78.24,23.99,3,72,24,36.51268371,57.92887167,6.03160778,122.6539694,pigeonpeas
67.42,11.32,91.08,69.69,35.08,90.61,40,59,23,36.89163721,62.73178224,5.269084669,163.7266551,pigeonpeas
58.94,79.83,98.62,89.44,78.29,60.24,33,73,23,29.23540524,59.38967583,5.985792703,103.3301803,pigeonpeas
78.94,77.3,98.6,95.92,73.44,91.23,27,57,24,27.33534897,43.35795962,6.09186275,142.3303677,pigeonpeas
89.95,98.18,99.03,99.58,35.46,96.8,10,79,18,21.0643684,55.46985938,5.624731338,184.6226709,pigeonpeas
57.18,70.43,89.7,88.75,43.74,41.93,30,75,25,30.33276599,42.35249879,6.446091759,149.299952,pigeonpeas
91.98,97.68,98.1,97.66,94.29,97.76,40,70,20,31.80130272,45.03186173,5.623490043,147.0361442,pigeonpeas
40.82,81.62,82.17,94.89,79.08,69.84,38,55,19,33.18184225,38.23184742,5.864623352,198.8298806,pigeonpeas
84.85,68.56,96.89,87.86,82.32,86.94,35,58,20,29.38538562,63.47742011,5.761702519,90.05422663,pigeonpeas
78.64,79.5,96.57,93.11,39.98,83.98,38,61,21,30.27374995,67.38680755,4.696518678,127.7767134,pigeonpeas
27.43,63.08,98.85,89.48,43.85,22.53,33,58,24,35.45790488,68.75810535,5.269504214,108.6333046,pigeonpeas
93.55,81.11,98.32,82.78,31.68,64.87,16,56,17,33.80020039,40.03262418,7.445444883,176.6165894,pigeonpeas
60.28,74,98.93,87.4,70.72,66.73,31,72,17,28.69180475,49.47225353,5.833031708,96.36222901,pigeonpeas
66.38,67.04,94.59,79.97,3.08,73.13,16,80,20,31.24021696,56.67369054,7.339320929,122.0146733,pigeonpeas
52.51,65.15,96.17,83.79,68.67,63.04,27,72,17,28.98039357,57.23265151,6.347929353,120.7435664,pigeonpeas
97.91,97.24,89.4,99.24,95.94,61.24,40,62,19,27.32198928,34.13737127,4.697750704,96.51524028,pigeonpeas
75.91,51.21,95.36,90.43,70,88.76,18,58,16,21.47607807,38.80023714,4.962661422,180.382234,pigeonpeas
77.67,75.09,99.18,91.31,89.15,75.84,3,68,16,18.31910448,34.69776639,4.964887857,107.4721605,pigeonpeas
62.81,72.25,97.19,93.33,14.89,15.34,26,67,24,36.97794384,37.73992903,5.642813116,161.4812963,pigeonpeas
86.45,77.07,98.5,90.78,86.83,85.81,16,70,20,24.80467592,40.1242747,5.6093956,121.5639121,pigeonpeas
79.27,75.05,97.45,97.36,67.64,62.19,24,63,19,19.3479443,55.96805489,4.681576043,194.5921148,pigeonpeas
81.95,78.3,98.48,99.3,86.19,39.97,9,76,25,28.88302142,50.12323801,5.70951224,179.2155874,pigeonpeas
75.78,98.78,99.35,83.55,87.37,80.01,16,55,19,19.54314136,47.19188279,6.413543781,192.4372194,pigeonpeas
88.63,84.92,99.72,94.13,58.8,89.68,28,75,21,24.7741949,50.54621094,6.007508163,114.2821387,pigeonpeas
70.33,85.63,94.62,90.26,82.52,89.54,16,71,24,18.33124824,38.40975482,4.946369874,139.6483317,pigeonpeas
99.52,94.95,99.77,94.67,93.13,72.01,24,70,21,19.14729038,45.3733757,5.517208078,132.7748215,pigeonpeas
72.17,73.45,98.18,85.11,71.36,57.94,38,72,21,28.23416057,49.4421345,5.902103172,186.5008581,pigeonpeas
68.78,94.58,99.09,90.12,96.72,47.78,9,66,21,30.11812084,34.13307843,5.719889876,157.0858232,pigeonpeas
94.44,97.53,99.81,98.8,63.52,90.08,34,56,17,33.4126864,35.42910045,4.548202098,139.6702541,pigeonpeas
67.11,94.09,95.42,97.67,62.74,78.21,1,76,19,24.18553163,46.68746847,6.669529416,177.3377996,pigeonpeas
34.98,10.29,70.66,47.68,21.93,72.08,6,69,19,26.88630675,41.69617915,4.750929218,94.46748008,pigeonpeas
64.64,60.78,85.73,87.58,77.15,89.38,26,73,21,31.33170829,57.97429171,4.946263888,161.7820226,pigeonpeas
63.72,47.12,92.39,87.82,98.06,65.55,27,61,18,33.30711818,67.07780816,5.266227032,108.5090168,pigeonpeas
85.82,81.15,99.77,86.42,91.53,1.1,27,71,23,23.45379018,46.48714759,7.10959773,150.8712202,pigeonpeas
75.15,74.1,98.81,87.52,86.52,78.47,36,61,21,34.53823889,39.04468913,5.617008201,168.5948318,pigeonpeas
81.62,82.99,99.52,98.12,4.96,98.85,17,73,18,19.50112224,34.51086611,5.632353113,197.3752649,pigeonpeas
79.4,75.88,95.16,83.48,59.86,64.86,26,72,22,28.76794904,37.57792132,4.674941549,91.72084869,pigeonpeas
75.31,94.04,99.73,92.96,94.28,58.05,17,64,16,30.97758716,32.24914235,7.161797643,180.716828,pigeonpeas
44.38,81.54,98.32,76.97,68.63,50.82,14,74,19,18.39759147,36.82639309,6.624966131,93.12330644,pigeonpeas
92.23,88.9,99.64,92.51,82.02,90.54,39,60,15,35.09357419,30.98685456,5.004074624,116.9106908,pigeonpeas
95.77,94.34,99.64,88.57,99.75,8.57,6,66,15,34.93174223,30.40046769,6.345806011,159.2649827,pigeonpeas
74.4,68.39,92.82,73.96,53.34,70.62,8,59,18,29.50523036,35.72032498,6.216814453,187.8961851,pigeonpeas
74.5,85.58,99.09,70.28,86.05,64.47,2,67,18,34.51934775,47.52980027,5.921666758,129.0064612,pigeonpeas
74.88,66.89,94.77,61.99,43.73,65.66,1,76,17,28.43430726,52.10010827,6.012719118,147.0414824,pigeonpeas
6.33,82.01,99.88,86.98,33.24,22.87,16,73,19,18.41645629,34.80541039,4.684079249,163.2747473,pigeonpeas
55.22,57.88,96.56,55.5,50.23,53.42,23,75,25,31.07508973,47.19847683,7.077170002,91.31256412,pigeonpeas
82.12,86.38,99.84,87.67,93,72.63,32,70,20,20.89342749,46.24856523,6.208843215,195.5697875,pigeonpeas
90.08,50.14,98.58,87.59,68.18,81.96,28,59,22,30.90607799,52.79913039,7.05181629,170.9919828,pigeonpeas
12.05,81.56,99.7,65.39,27.38,15.78,5,62,23,27.9348279,66.45457122,4.722222454,145.3728801,pigeonpeas
85.04,90.44,98.29,85.69,88.08,84.12,36,67,25,35.95176642,36.52780776,6.418062652,136.0456753,pigeonpeas
79.57,93.7,99.98,99.42,17.56,99.41,1,66,23,19.54317155,56.92831399,4.803564468,173.1686574,pigeonpeas
91.88,74.31,94.52,88.47,29.78,67.77,24,73,20,19.63736208,32.31528909,4.608695247,176.4134092,pigeonpeas
95.81,91.8,99.51,95.58,95.5,97.54,17,67,18,31.2192752,56.46868874,5.611510977,129.2028653,pigeonpeas
47.66,81.62,98.81,88.37,45.84,32.82,5,55,18,33.50876355,45.70976142,7.322097972,126.6738117,pigeonpeas
97.83,92.94,72.42,96.45,88.71,96.15,5,56,24,24.80710166,45.01110015,5.023115055,188.4928637,pigeonpeas
97.15,98.95,99.49,97.34,95.83,87.87,37,77,17,36.20970524,31.94550613,5.617122801,191.0658531,pigeonpeas
91.27,91.89,96.74,68.22,66.05,92.15,13,73,20,30.50420876,35.48885969,5.391560418,162.5927723,pigeonpeas
94.31,95,95.04,96.27,84.74,74.11,6,63,23,26.01630259,49.94704718,5.906596905,160.3337447,pigeonpeas
94.74,97.35,96.85,89.46,75.23,81.31,16,77,22,31.48469278,35.6395615,6.574209678,100.546816,pigeonpeas
69.09,77.4,89.02,82.81,30.5,61.36,25,64,20,33.15122581,32.45974539,4.807776749,105.0380275,pigeonpeas
86.87,61.06,76.62,58.01,98.51,93.24,34,75,24,23.50222822,51.29019509,4.760038039,192.3023991,pigeonpeas
87.5,85.84,87.34,85.26,85.07,91.55,20,77,23,34.87248659,38.83786012,5.180271502,148.2502786,pigeonpeas
86.34,95.78,95.75,92.68,50.69,79.32,35,80,25,28.09269012,44.93322042,4.895927306,197.1144011,pigeonpeas
89.96,81.21,97.7,68.18,69.07,93.96,14,75,24,24.54757829,57.3414485,6.436160044,118.3606557,pigeonpeas
88.33,89.76,94.81,87.5,75,54.3,36,80,21,33.64769646,48.41490082,7.066087261,100.4673278,pigeonpeas
77.31,84.46,90.15,79.85,28.54,76.53,7,77,18,20.5591255,60.54880693,6.655918078,191.0895109,pigeonpeas
94.9,95.06,96.75,87.52,63.44,39.82,29,78,25,19.95991719,59.33157782,5.982854523,195.787103,pigeonpeas
90.91,100,100,90.91,90.91,100,30,60,21,28.87667593,62.4901206,5.457871273,182.2688175,pigeonpeas
93.95,100,98.63,97.06,78.52,22.07,20,74,16,36.04353699,43.61444121,4.759490199,159.8938645,pigeonpeas
100,100,100,84.81,100,62.5,19,57,23,23.6734328,47.2879691,7.342409555,141.1250722,pigeonpeas
98.56,93.78,97.61,68.6,81.34,44.98,3,60,19,25.74679443,40.7192594,4.820788186,100.7791633,pigeonpeas
96.36,99.59,100,94.31,87.85,36.84,5,77,19,31.08564994,66.68832981,6.242052013,175.9303271,pigeonpeas
86.96,97.83,100,77.17,71.74,22.83,5,68,20,18.72987676,61.33186249,5.001038726,139.8710041,pigeonpeas
67.67,65.14,91.88,77.7,73.54,85.9,3,49,18,27.91095209,64.70930606,3.692863601,32.67891866,mothbeans
80.51,78.19,99.77,91.82,89.04,88.62,22,59,23,27.32220619,51.27868781,4.371745575,36.5037914,mothbeans
79.27,88.14,95.54,97.24,88.05,95.67,36,58,25,28.66024187,59.3189118,8.399135958,36.92629678,mothbeans
58.3,71.16,98.86,91.4,86.15,86.81,4,43,18,29.02955344,61.09387478,8.840656256,72.98016599,mothbeans
78.62,82.02,98.05,95.23,65.78,98.56,29,54,16,27.78031515,54.65030015,8.153022903,32.05025323,mothbeans
60.7,48.45,97.47,91.34,92.75,96.05,32,43,22,31.99928579,54.1077461,5.270749441,71.6266696,mothbeans
40.66,59.14,94.65,82.17,73.99,69.54,14,55,15,27.33580911,55.27755933,8.050304395,73.44775287,mothbeans
39.58,55.37,80.72,79.83,77.23,87.61,5,35,20,28.92952635,53.57014709,9.679240873,66.35634104,mothbeans
81.05,75.77,98.85,91.31,96.76,94.45,25,57,24,27.65472156,58.59986279,6.974978386,36.94255012,mothbeans
58.7,64.93,96.44,78.35,85.4,88.29,11,53,24,28.52396666,55.77264351,7.39389918,61.32935611,mothbeans
61.6,93.71,95.22,98.34,79.43,87.59,40,49,17,31.02215872,45.89239456,6.68727523,53.56783314,mothbeans
67.36,87.69,96.54,96.76,87.74,88.24,38,56,25,25.74095321,45.38497051,7.88118645,67.43488235,mothbeans
68.61,67.42,92.82,92.72,71.8,86.46,27,43,23,31.70447482,56.85420099,5.875333778,44.94317432,mothbeans
71.52,98.79,93.03,99.7,100,0.3,24,38,22,24.47876451,58.51663927,8.202706015,34.96933295,mothbeans
93.36,100,83.19,100,90.78,0.23,23,45,21,31.46511256,51.79939437,8.985348193,74.44330654,mothbeans
80,99.59,81.28,98.68,99.34,0.5,29,57,20,25.60973447,50.7330069,5.87707519,53.39249517,mothbeans
65.1,99.89,81.62,91.86,,71.25,31,35,23,30.30260453,47.18283631,7.707595055,68.04039813,mothbeans
0,100,66.67,100,,100,0,55,25,28.17489437,43.6672299,4.524171562,45.78172762,mothbeans
57.72,99.45,92.05,94.33,0,90.59,7,45,22,25.50634557,44.8302551,9.926212291,74.32635105,mothbeans
67.76,99.8,71.78,45.95,,7.96,17,58,25,31.12896766,43.58788762,6.455592696,32.76742894,mothbeans
35.68,100,80.54,51.63,,99.46,11,44,17,26.34043268,55.59160391,8.016210782,35.1051197,mothbeans
44.44,88.89,25,100,33.33,66.67,22,49,22,28.23494706,61.5620517,3.71105919,72.66666443,mothbeans
76.94,100,82.11,93.97,0,21.77,9,51,19,27.04453473,49.32609633,5.49091063,48.25207759,mothbeans
67.3,98.07,86.61,87.35,100,39.16,28,48,15,25.16125354,55.25435777,9.254089438,40.89732789,mothbeans
48.09,99.49,91.15,75.37,,69.45,26,50,19,27.3179125,51.66921088,6.005242945,32.55919573,mothbeans
50,100,50,100,0,0,36,56,20,25.4123765,49.66474269,7.437078236,31.87416982,mothbeans
100,100,100,90.91,,100,8,60,18,31.21629982,46.01868196,3.808429173,53.1205277,mothbeans
63.77,91.62,84.68,50.74,0,15.61,24,37,21,30.573999,58.22686794,5.818219385,62.74803826,mothbeans
100,100,100,100,0,100,22,43,24,25.42517036,53.2208266,4.52363558,46.19374559,mothbeans
84,100,90.67,65.88,,100,36,43,24,27.09400578,43.65305437,3.510404312,41.53749535,mothbeans
45.23,99.84,91.82,66.12,100,96.44,22,44,24,24.30935081,56.32938343,6.030447288,58.99536268,mothbeans
41.8,100,60.58,53.48,,0.26,17,43,22,30.06142622,45.90067655,5.498340808,41.0550915,mothbeans
93.44,100,80.33,91.26,,1.64,8,45,15,28.09568993,60.9835384,4.61136408,33.84110759,mothbeans
43.52,97.98,89.57,76.11,,69.94,7,56,23,26.33908791,40.00933429,5.545219232,55.50429227,mothbeans
65.1,98.14,99.63,90.41,2.99,88.56,36,57,16,28.61409059,57.14218792,8.292875734,57.02891698,mothbeans
89.47,97.73,99.66,95.84,29.56,85.47,11,45,19,28.70012137,44.359648,3.828031463,44.11622138,mothbeans
93.58,99.98,99.55,99.47,0.92,98.41,6,36,22,24.21610338,59.79236306,8.869532817,42.24783476,mothbeans
99.79,99.53,99.96,87.64,0.92,99.63,17,57,20,28.50677929,45.20094476,3.793575185,66.1761456,mothbeans
89.85,99.55,99.98,99.59,0.06,99.59,4,47,20,25.97948991,64.95585424,4.193189124,72.19245835,mothbeans
99.9,99.95,98.94,90.71,3.42,98.22,9,49,16,30.88482722,41.36561835,7.661537348,55.053805,mothbeans
99.96,99.91,100,93.21,1.65,99.78,25,51,24,25.5042419,61.66852372,9.392694614,65.07981523,mothbeans
85.73,99.41,99.24,98.64,7.77,96.98,36,44,21,25.12528913,51.33189406,4.516154055,38.48678973,mothbeans
